image,x,y,w,h,contrast,area_px,aspect,fill,polarity,sat_frac,dark_frac,on_grid8,near_edge,matches,evidence_class,score,verdict,flags
NHQ201905310044_enh.png,4924,2956,20,20,0.04,400,1.0,0.48,dark,0.24,0.0,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310044_enh.png,6548,6800,20,20,0.03,400,1.0,0.6,dark,0.0,0.003,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310045_enh.png,7040,2980,40,28,0.07,1120,1.43,0.657,dark,0.261,0.0,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310045_enh.png,5756,3248,20,20,0.03,400,1.0,0.48,dark,0.0,0.0,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310045_enh.png,4840,3860,28,36,0.06,1008,1.29,0.365,bright,0.012,0.049,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310045_enh.png,4472,3984,28,12,0.29,336,2.33,0.667,bright,0.0,0.164,True,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310045_enh.png,8304,4124,40,16,0.31,640,2.5,0.65,bright,0.0,0.203,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201906010008_enh.png,3724,1940,36,28,0.05,1008,1.29,0.302,bright,0.099,0.004,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201906010008_enh.png,2572,3172,24,20,0.07,480,1.2,0.5,bright,0.183,0.079,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201906010008_enh.png,3756,3744,52,12,2.37,624,4.33,0.436,bright,0.165,0.163,False,False,0,1,20.5,"Artifact: thin, elongated: likely bad column/row, seam, or cosmic-ray trail",streak
NHQ201906010008_enh.png,428,6120,28,36,0.06,1008,1.29,0.381,dark,0.039,0.053,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
PIA13496_enh.png,1436,132,24,20,0.07,480,1.2,0.633,dark,0.221,0.085,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
PIA13998_enh.png,3320,132,36,28,0.05,1008,1.29,0.635,bright,0.189,0.217,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
PIA13998_enh.png,3312,644,20,20,0.03,400,1.0,0.52,bright,0.145,0.163,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
PIA13998_enh.png,2196,3220,28,36,0.06,1008,1.29,0.556,dark,0.182,0.157,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
PIA14208_enh.png,888,1980,32,36,0.01,1152,1.12,0.486,dark,0.007,0.049,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116858127ME_pyr_enh.png,1004,3036,28,36,0.05,1008,1.29,0.556,bright,0.11,0.072,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116858127ME_pyr_enh.png,992,15244,28,32,0.03,896,1.14,0.554,bright,0.299,0.069,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860067ME_pyr_enh.png,428,3596,32,28,0.03,896,1.14,0.446,dark,0.174,0.136,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860262ME_pyr_enh.png,796,4552,16,28,0.18,448,1.75,0.536,bright,0.118,0.089,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860460ME_pyr_enh.png,312,7684,28,36,0.06,1008,1.29,0.54,bright,0.187,0.112,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860460ME_pyr_enh.png,1172,7712,24,36,0.1,864,1.5,0.444,bright,0.146,0.056,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860460ME_pyr_enh.png,820,8752,20,48,0.27,960,2.4,0.45,bright,0.061,0.203,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860657ME_pyr_enh.png,824,2228,16,28,0.18,448,1.75,0.536,dark,0.033,0.319,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860657ME_pyr_enh.png,1856,2872,20,24,0.07,480,1.2,0.567,dark,0.265,0.171,True,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860657ME_pyr_enh.png,1896,4008,20,100,0.13,2000,5.0,0.504,bright,0.321,0.19,True,False,0,2,20.5,"Candidate surface feature - evidence class 2 (weak, single acquisition)",
M116860657ME_pyr_enh.png,1808,4796,20,32,0.13,640,1.6,0.525,bright,0.239,0.183,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860657ME_pyr_enh.png,168,8216,28,32,0.03,896,1.14,0.5,dark,0.122,0.191,True,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860852ME_pyr_enh.png,20,424,16,20,0.09,320,1.25,0.65,bright,0.069,0.053,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116860852ME_pyr_enh.png,464,2088,24,28,0.05,672,1.17,0.524,dark,0.004,0.265,True,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861050ME_pyr_enh.png,1600,3228,28,36,0.05,1008,1.29,0.556,bright,0.015,0.162,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861050ME_pyr_enh.png,1968,5280,16,24,0.13,384,1.5,0.75,bright,0.07,0.047,True,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861050ME_pyr_enh.png,1916,5444,24,28,0.05,672,1.17,0.548,dark,0.176,0.132,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861050ME_pyr_enh.png,1628,6984,24,32,0.08,768,1.33,0.479,bright,0.008,0.12,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861245ME_pyr_enh.png,1124,828,36,28,0.05,1008,1.29,0.476,dark,0.08,0.195,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861245ME_pyr_enh.png,320,1024,16,20,0.09,320,1.25,0.7,bright,0.175,0.028,True,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861245ME_pyr_enh.png,516,3072,20,20,0.04,400,1.0,0.6,bright,0.007,0.223,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861245ME_pyr_enh.png,748,3180,24,24,0.02,576,1.0,0.5,dark,0.023,0.243,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861245ME_pyr_enh.png,1840,3292,28,28,0.01,784,1.0,0.571,dark,0.05,0.134,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861440ME_pyr_enh.png,1180,408,44,24,0.15,1056,1.83,0.424,bright,0.258,0.162,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861440ME_pyr_enh.png,260,964,24,16,0.13,384,1.5,0.708,bright,0.107,0.253,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861500ME_pyr_enh.png,1580,2864,28,40,0.08,1120,1.43,0.471,dark,0.163,0.106,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861500ME_pyr_enh.png,1808,2952,28,44,0.1,1232,1.57,0.403,bright,0.041,0.183,True,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861500ME_pyr_enh.png,1768,8020,20,36,0.17,720,1.8,0.511,bright,0.029,0.047,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861500ME_pyr_enh.png,1232,8940,28,40,0.08,1120,1.43,0.571,bright,0.295,0.103,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861500ME_pyr_enh.png,784,13848,44,24,0.16,1056,1.83,0.591,bright,0.068,0.099,True,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861500ME_pyr_enh.png,1324,14100,20,24,0.07,480,1.2,0.467,bright,0.002,0.188,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861500ME_pyr_enh.png,200,20816,32,36,0.01,1152,1.12,0.361,dark,0.006,0.048,True,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861500ME_pyr_enh.png,192,20844,28,44,0.1,1232,1.57,0.429,bright,0.061,0.156,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861500ME_pyr_enh.png,240,20876,16,28,0.17,448,1.75,0.714,dark,0.0,0.225,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861500ME_pyr_enh.png,148,21020,20,36,0.17,720,1.8,0.622,dark,0.0,0.294,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861918ME_pyr_enh.png,1340,2452,36,28,0.06,1008,1.29,0.444,bright,0.144,0.15,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116861918ME_pyr_enh.png,1104,4888,52,28,0.14,1456,1.86,0.516,bright,0.249,0.23,True,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862038ME_pyr_enh.png,1268,1384,36,28,0.06,1008,1.29,0.46,dark,0.019,0.226,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862038ME_pyr_enh.png,1712,4352,52,28,0.14,1456,1.86,0.407,bright,0.071,0.124,True,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862038ME_pyr_enh.png,620,7464,32,28,0.03,896,1.14,0.339,dark,0.068,0.386,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862235ME_pyr_enh.png,800,156,20,24,0.07,480,1.2,0.433,dark,0.037,0.025,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862235ME_pyr_enh.png,1020,548,32,20,0.13,640,1.6,0.65,dark,0.136,0.111,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862235ME_pyr_enh.png,308,5000,48,28,0.12,1344,1.71,0.417,bright,0.028,0.17,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862235ME_pyr_enh.png,52,5136,24,32,0.08,768,1.33,0.604,bright,0.115,0.126,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862235ME_pyr_enh.png,1892,5864,28,28,0.01,784,1.0,0.408,bright,0.121,0.11,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862430ME_pyr_enh.png,1920,964,24,28,0.05,672,1.17,0.595,dark,0.131,0.229,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862430ME_pyr_enh.png,2012,2760,20,36,0.17,720,1.8,0.556,bright,0.182,0.154,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862430ME_pyr_enh.png,1356,3624,20,32,0.14,640,1.6,0.525,bright,0.189,0.142,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862430ME_pyr_enh.png,1348,3652,20,32,0.13,640,1.6,0.525,bright,0.116,0.092,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862430ME_pyr_enh.png,1644,7824,40,28,0.08,1120,1.43,0.486,dark,0.271,0.094,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862430ME_pyr_enh.png,1892,8040,16,20,0.09,320,1.25,0.7,dark,0.047,0.212,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862430ME_pyr_enh.png,1504,9116,28,28,0.01,784,1.0,0.408,dark,0.071,0.125,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862626ME_pyr_enh.png,580,300,24,28,0.05,672,1.17,0.548,bright,0.007,0.118,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862626ME_pyr_enh.png,768,3628,24,20,0.07,480,1.2,0.5,bright,0.229,0.037,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862626ME_pyr_enh.png,524,8412,28,32,0.03,896,1.14,0.5,dark,0.291,0.134,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862626ME_pyr_enh.png,624,8416,28,24,0.05,672,1.17,0.524,dark,0.152,0.173,True,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862626ME_pyr_enh.png,624,8864,24,24,0.02,576,1.0,0.5,dark,0.123,0.057,True,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862822ME_pyr_enh.png,1288,240,32,20,0.14,640,1.6,0.45,dark,0.147,0.206,True,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862822ME_pyr_enh.png,372,5696,28,28,0.01,784,1.0,0.612,dark,0.083,0.208,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862822ME_pyr_enh.png,500,6340,24,36,0.1,864,1.5,0.5,bright,0.139,0.177,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862822ME_pyr_enh.png,404,6736,24,24,0.02,576,1.0,0.583,bright,0.064,0.194,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862822ME_pyr_enh.png,640,7656,28,40,0.07,1120,1.43,0.414,bright,0.038,0.13,True,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862822ME_pyr_enh.png,1536,8892,16,28,0.17,448,1.75,0.679,dark,0.118,0.221,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116862822ME_pyr_enh.png,1148,9140,32,32,0.0,1024,1.0,0.438,dark,0.171,0.169,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116863018ME_pyr_enh.png,1936,964,36,28,0.06,1008,1.29,0.524,dark,0.157,0.09,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116863018ME_pyr_enh.png,1924,1292,16,32,0.22,512,2.0,0.5,dark,0.051,0.158,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116863018ME_pyr_enh.png,640,4956,32,8,2.33,256,4.0,0.75,dark,0.0,0.262,False,False,0,1,20.5,"Artifact: thin, elongated: likely bad column/row, seam, or cosmic-ray trail",streak
M116863018ME_pyr_enh.png,192,6776,28,28,0.01,784,1.0,0.816,bright,0.154,0.224,True,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116863018ME_pyr_enh.png,724,7972,16,24,0.13,384,1.5,0.708,dark,0.112,0.216,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116863018ME_pyr_enh.png,1116,8420,32,20,0.13,640,1.6,0.575,dark,0.053,0.222,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116863212ME_pyr_enh.png,524,3572,20,20,0.04,400,1.0,0.48,dark,0.0,0.058,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116863212ME_pyr_enh.png,48,5824,16,20,0.09,320,1.25,0.75,bright,0.081,0.069,True,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116863212ME_pyr_enh.png,312,7600,40,36,0.0,1440,1.11,0.511,bright,0.172,0.085,True,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116863212ME_pyr_enh.png,924,8888,16,24,0.13,384,1.5,0.583,dark,0.013,0.232,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116863408ME_pyr_enh.png,440,2644,20,32,0.14,640,1.6,0.5,bright,0.245,0.039,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116863408ME_pyr_enh.png,412,3564,32,32,0.0,1024,1.0,0.594,dark,0.122,0.122,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116863408ME_pyr_enh.png,392,3596,40,32,0.03,1280,1.25,0.438,dark,0.139,0.097,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
M116863408ME_pyr_enh.png,1988,6760,20,32,0.13,640,1.6,0.55,dark,0.062,0.087,False,False,0,2,20.5,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093491_1770_RED.browse_enh.png,2468,1636,20,24,0.06,480,1.2,0.533,bright,0.085,0.017,False,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093492_2070_MIRB.browse_enh.png,3668,5500,48,12,1.15,576,4.0,0.417,bright,0.266,0.0,False,False,2,1,20.4,"Artifact: thin, elongated: likely bad column/row, seam, or cosmic-ray trail",streak
ESP_093492_2070_MRGB.browse_enh.png,1424,3908,40,20,0.19,800,2.0,0.38,dark,0.369,0.034,False,False,2,3,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093492_2070_RED.browse_enh.png,1580,4740,32,16,0.21,512,2.0,0.594,bright,0.381,0.049,False,False,2,3,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
ESP_093492_2070_RED.browse_enh.png,3668,5500,48,12,1.16,576,4.0,0.417,bright,0.281,0.0,False,False,2,1,20.4,"Artifact: thin, elongated: likely bad column/row, seam, or cosmic-ray trail",streak
ESP_093493_1390_RED.browse_enh.png,720,320,132,20,0.39,2640,6.6,0.242,bright,0.071,0.314,True,False,2,1,20.4,"Artifact: sparse/boxy, aligned to 8px grid: likely JPEG/JP2 compression artifact",compression
ESP_093493_1390_RED.browse_enh.png,2380,2012,52,12,1.22,624,4.33,0.59,dark,0.053,0.0,False,False,2,1,20.4,"Artifact: thin, elongated: likely bad column/row, seam, or cosmic-ray trail",streak
ESP_093493_1390_RED.browse_enh.png,3740,5592,48,12,1.15,576,4.0,0.472,bright,0.04,0.054,False,False,2,1,20.4,"Artifact: thin, elongated: likely bad column/row, seam, or cosmic-ray trail",streak
ESP_093496_1465_MRGB.browse_enh.png,3588,1728,8,40,1.36,320,5.0,0.6,bright,0.138,0.0,False,False,2,1,20.4,"Artifact: thin, elongated: likely bad column/row, seam, or cosmic-ray trail",streak
ESP_093497_1560_MIRB.browse_enh.png,600,5280,12,48,1.16,576,4.0,0.444,bright,0.0,0.075,True,False,2,1,20.4,"Artifact: thin, elongated: likely bad column/row, seam, or cosmic-ray trail",streak
ESP_093497_1560_MRGB.browse_enh.png,600,5280,12,48,1.16,576,4.0,0.444,bright,0.0,0.075,True,False,2,1,20.4,"Artifact: thin, elongated: likely bad column/row, seam, or cosmic-ray trail",streak
ESP_093498_2095_MIRB.browse_enh.png,224,2252,8,36,1.27,288,4.5,0.722,bright,0.104,0.0,False,False,2,1,20.4,"Artifact: thin, elongated: likely bad column/row, seam, or cosmic-ray trail",streak
ESP_093498_2095_MRGB.browse_enh.png,224,2252,8,36,1.27,288,4.5,0.722,bright,0.104,0.0,False,False,2,1,20.4,"Artifact: thin, elongated: likely bad column/row, seam, or cosmic-ray trail",streak
Mars_Perseverance_Sol_1949__Left_Navigation_Camera__Navcam_enh.png,640,1704,28,24,0.04,672,1.17,0.452,bright,0.0,0.045,True,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
Mars_Perseverance_Sol_1949__Right_Navigation_Camera__Navcam_enh.png,692,1612,24,32,0.06,768,1.33,0.396,dark,0.0,0.01,False,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
Mars_Perseverance_Sol_1949__Right_Navigation_Camera__Navcam_enh.png,1192,1652,28,24,0.04,672,1.17,0.476,bright,0.0,0.033,False,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310024_enh.png,6804,5392,44,28,0.08,1232,1.57,0.351,dark,0.0,0.022,False,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310026_enh.png,7808,1064,40,24,0.12,960,1.67,0.483,dark,0.006,0.051,True,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310026_enh.png,7712,1232,28,16,0.16,448,1.75,0.464,dark,0.022,0.031,True,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310026_enh.png,8028,1472,16,24,0.12,384,1.5,0.542,dark,0.049,0.062,False,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310026_enh.png,8376,1716,24,32,0.06,768,1.33,0.542,dark,0.031,0.057,False,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310026_enh.png,6816,2204,32,24,0.07,768,1.33,0.354,bright,0.059,0.043,False,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310026_enh.png,8364,2284,28,20,0.09,560,1.4,0.514,bright,0.089,0.113,False,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310026_enh.png,5132,2768,28,20,0.09,560,1.4,0.486,bright,0.036,0.075,False,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310026_enh.png,8688,7248,40,20,0.19,800,2.0,0.46,bright,0.0,0.043,True,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310033_enh.png,2124,4532,12,32,0.34,384,2.67,0.542,dark,0.0,0.0,False,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310034_enh.png,200,4064,44,44,0.51,1936,1.0,0.298,dark,0.0,0.0,True,False,0,1,20.4,"Artifact: sparse/boxy, aligned to 8px grid: likely JPEG/JP2 compression artifact",compression
NHQ201905310035_enh.png,716,1848,36,16,0.25,576,2.25,0.444,bright,0.064,0.0,False,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310035_enh.png,3956,3148,12,28,0.28,336,2.33,0.619,dark,0.006,0.17,False,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310035_enh.png,4448,3488,16,20,0.07,320,1.25,0.6,dark,0.119,0.0,True,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310037_enh.png,6000,936,24,44,0.14,1056,1.83,0.394,bright,0.162,0.0,True,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310037_enh.png,6160,4304,40,116,0.71,4640,2.9,0.255,dark,0.0,0.035,True,False,0,1,20.4,"Artifact: sparse/boxy, aligned to 8px grid: likely JPEG/JP2 compression artifact",compression
NHQ201905310037_enh.png,5884,6384,32,24,0.07,768,1.33,0.5,bright,0.048,0.0,False,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310038_enh.png,4024,1632,20,44,0.22,880,2.2,0.327,bright,0.098,0.0,True,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310038_enh.png,3504,1656,16,24,0.12,384,1.5,0.5,dark,0.052,0.008,True,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310038_enh.png,5136,2184,56,24,0.22,1344,2.33,0.369,bright,0.056,0.0,True,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310038_enh.png,3476,2740,52,20,0.29,1040,2.6,0.369,dark,0.061,0.037,False,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310038_enh.png,3096,3104,20,28,0.09,560,1.4,0.457,bright,0.045,0.016,True,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310039_enh.png,4216,360,76,72,0.32,5472,1.06,0.295,dark,0.015,0.0,True,False,0,1,20.4,"Artifact: sparse/boxy, aligned to 8px grid: likely JPEG/JP2 compression artifact",compression
NHQ201905310039_enh.png,5520,2116,44,32,0.04,1408,1.38,0.386,dark,0.0,0.0,False,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310039_enh.png,6800,3172,16,32,0.21,512,2.0,0.5,dark,0.0,0.0,False,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310039_enh.png,1900,4552,24,52,0.2,1248,2.17,0.269,bright,0.0,0.0,False,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
NHQ201905310040_enh.png,1028,1736,16,36,0.25,576,2.25,0.389,dark,0.062,0.106,False,False,0,2,20.4,"Artifact: small, isolated: too few pixels to distinguish surface feature from sensor noise",small_blob
